State,District,Year,Crop,Area_Hectare,Production_Tonnes,Yield_Tonnes_per_Hectare,primary_soil_type,secondary_soil_type,ph_level,organic_matter_percent,nitrogen_level,phosphorus_level,potassium_level,water_holding_capacity_percent,drainage,erosion_risk,salinity_level,texture,depth_cm,elevation_meters,slope_percent,cation_exchange_capacity,bulk_density,infiltration_rate_mm_per_hour,available_water_capacity_mm,micronutrient_status,soil_temperature_celsius,major_constraints,land_use_pattern,irrigation_potential,groundwater_depth_meters,total_annual_rainfall,kharif_rainfall,rabi_rainfall,summer_rainfall,avg_annual_soil_moisture,avg_kharif_moisture,avg_rabi_moisture,avg_summer_moisture
andaman_and_nicobar_islands,nicobar,2002,sugarcane,5.0,40.0,8.0,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2003,arecanut,1261.0,1525.0,1.21,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2003,banana,266.0,1763.0,6.63,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2003,black_pepper,75.5,15.86,0.21,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2003,cashewnut,717.0,208.5,0.29,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2003,dry_chillies,60.0,102.0,1.7,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2003,ginger,102.0,326.4,3.2,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2003,other_oilseeds,4.2,0.3,0.07,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2004,arecanut,1264.7,805.85,0.64,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2004,banana,66.42,404.12,6.08,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2004,black_pepper,85.0,15.86,0.19,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2004,cashewnut,683.5,197.9,0.29,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2004,dry_chillies,60.0,145.2,2.42,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2004,ginger,118.0,366.0,3.1,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2004,other_oilseeds,1.0,0.11,0.11,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2005,arecanut,795.67,,0.0,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2005,banana,22.0,582.0,26.45,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2005,black_pepper,41.0,0.1,0.0,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2005,cashewnut,450.0,55.8,0.12,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2005,dry_chillies,17.0,,0.0,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2005,turmeric,10.0,70.0,7.0,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2006,arecanut,896.0,477.6,0.53,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2006,banana,198.0,976.0,4.93,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2006,black_pepper,22.16,0.68,0.03,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2006,cashewnut,450.0,85.13,0.19,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2006,dry_chillies,3.0,9.0,3.0,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2006,ginger,6.0,21.0,3.5,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2006,sugarcane,0.2,0.5,2.5,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2006,sweet_potato,18.0,86.0,4.78,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2006,tapioca,52.03,450.0,8.65,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2006,turmeric,2.5,1.03,0.41,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2010,banana,593.0,3425.0,5.78,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2010,tapioca,69.0,575.0,8.33,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2011,banana,620.5,3720.0,6.0,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2011,tapioca,64.0,505.0,7.89,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2012,banana,241.0,2034.0,8.44,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2012,tapioca,61.0,523.0,8.57,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2013,banana,170.0,1300.5,7.65,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2013,tapioca,22.0,195.3,8.88,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2014,banana,170.5,1570.0,9.21,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2014,tapioca,46.0,527.3,11.46,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2015,banana,517.0,1920.0,3.71,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2015,tapioca,54.5,745.0,13.67,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2016,banana,679.5,1495.0,2.2,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2016,tapioca,72.0,297.0,4.13,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2017,banana,790.0,46.0,0.06,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2017,tapioca,48.3,416.1,8.61,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2018,banana,803.57,82.78,0.1,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2018,tapioca,45.11,304.42,6.75,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2019,banana,932.38,609.06,0.65,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2019,tapioca,61.11,474.42,7.76,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2020,banana,409.83,752.97,1.84,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2021,banana,416.5,1164.5,2.8,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2022,banana,400.0,932.0,2.33,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,nicobar,2022,tapioca,44.5,315.0,7.08,laterite,laterite,6.4,1.3,medium,medium,medium,32.4,good,low,moderately_saline,clay_loam,129.0,584.0,29.9,11.2,1.48,7.7,192.1,adequate,32.6,waterlogging,barren,medium,27.9,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2000,banana,1531.0,12073.0,7.89,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2000,cashewnut,80.0,54.0,0.68,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2000,ginger,352.0,1120.0,3.18,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2000,sugarcane,141.0,3736.0,26.5,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2000,sweet_potato,78.0,843.0,10.81,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2000,tapioca,160.0,2108.0,13.18,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2000,other_oilseeds,133.0,55.0,0.41,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2001,cashewnut,81.0,33.0,0.41,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2001,ginger,344.0,1124.0,3.27,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2001,sugarcane,81.0,2379.0,29.37,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2001,sweet_potato,100.0,5.0,0.05,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2006,arecanut,1160.0,3011.7,2.6,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2006,banana,957.57,8582.0,8.96,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2006,black_pepper,175.0,191.14,1.09,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2006,cashewnut,40.5,44.0,1.09,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2006,dry_chillies,235.72,824.3,3.5,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2006,ginger,98.66,929.0,9.42,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2006,sugarcane,71.3,1500.0,21.04,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2006,sweet_potato,30.0,240.0,8.0,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
andaman_and_nicobar_islands,north_and_middle_andaman,2006,tapioca,255.0,1420.0,5.57,laterite,laterite,5.1,1.5,medium,high,high,54.7,good,medium,highly_saline,clay_loam,84.0,339.0,4.4,17.2,1.68,44.8,102.4,adequate,33.3,drought,urban,medium,48.2,,,,,,,,
